employee_id,zone,region,urbanity,home_lat,home_lon,job_family,shift_worker,shift_pattern,offpeak_travel,days_on_site_per_week,commute_days_per_month,age,has_children_under12,car_available,green_attitude,already_has_dticket,field_role
SYN-00040,Hamburg-Billstedt/Horn,Hamburg,urban,53.54532,10.07614,Office & Commercial,False,Day (08:00),False,4,15.6,43,False,True,0.705,False,False
SYN-00041,Hamburg-Barmbek,Hamburg,urban_core,53.6,10.03963,Production & Technical,False,Day (08:00),False,5,19.5,23,False,False,0.977,True,False
SYN-00042,Henstedt-Ulzburg,Kr. Segeberg,suburban,53.79679,9.9982,Production & Technical,True,Early (06:00),True,5,19.5,47,True,True,-0.387,False,False
SYN-00043,Hamburg-Stellingen/Eidelstedt,Hamburg,urban,53.60318,9.92738,Office & Commercial,False,Day (08:00),False,4,15.6,56,True,True,0.366,False,False
SYN-00044,Hamburg-Volksdorf/Duvenstedt,Hamburg,suburban,53.64427,10.15755,Production & Technical,True,Night (22:00),True,5,19.5,48,False,True,-0.565,True,False
SYN-00045,Henstedt-Ulzburg,Kr. Segeberg,suburban,53.77667,9.98265,Production & Technical,True,Late (14:00),True,5,19.5,35,False,False,-0.653,False,False
SYN-00046,Hamburg-Neugraben,Hamburg,suburban,53.45951,9.84987,Office & Commercial,False,Day (08:00),False,5,19.5,33,False,True,0.594,False,False
SYN-00047,Hamburg-Winterhude,Hamburg,urban_core,53.60704,10.01646,Production & Technical,True,Early (06:00),True,5,19.5,45,False,False,0.887,True,False
SYN-00048,Hamburg-Sasel/Wellingsbüttel,Hamburg,suburban,53.65161,10.11972,Production & Technical,False,Day (08:00),False,5,19.5,40,True,True,-0.574,True,False
SYN-00049,Hamburg-Billstedt/Horn,Hamburg,urban,53.52665,10.07226,Production & Technical,True,Early (06:00),True,5,19.5,47,True,True,-0.526,False,False
SYN-00050,Hamburg-Langenhorn,Hamburg,urban,53.6571,10.00308,Lab & R&D,False,Day (08:00),False,5,19.5,49,False,True,-0.15,False,False
SYN-00051,Hamburg-Niendorf,Hamburg,urban,53.61657,9.94121,Production & Technical,True,Early (06:00),True,5,19.5,54,False,True,-0.602,False,False
SYN-00052,Norderstedt,Kr. Segeberg,suburban,53.70408,9.9779,Production & Technical,False,Day (08:00),False,5,19.5,30,True,False,1.625,False,False
SYN-00053,Hamburg-Harburg,Hamburg,urban,53.45424,9.96806,Production & Technical,False,Day (08:00),False,5,19.5,44,False,True,0.433,False,False
SYN-00054,Hamburg-Billstedt/Horn,Hamburg,urban,53.54942,10.0612,Production & Technical,True,Early (06:00),True,5,19.5,38,False,False,0.231,False,False
SYN-00055,Hamburg-Stellingen/Eidelstedt,Hamburg,urban,53.59556,9.90253,Production & Technical,True,Early (06:00),True,5,19.5,41,False,True,-0.766,True,False
SYN-00056,Hamburg-Wilhelmsburg,Hamburg,urban,53.48484,10.00186,Production & Technical,False,Day (08:00),False,5,19.5,52,False,False,0.722,False,False
SYN-00057,Hamburg-Eppendorf,Hamburg,urban_core,53.58081,9.9728,Production & Technical,True,Early (06:00),True,5,19.5,53,False,False,-0.445,False,False
SYN-00058,Hamburg-Wandsbek,Hamburg,urban,53.5894,10.0879,Production & Technical,False,Day (08:00),False,5,19.5,57,True,True,-0.753,False,False
SYN-00059,Hamburg-Langenhorn,Hamburg,urban,53.67011,10.03976,Lab & R&D,False,Day (08:00),False,5,19.5,47,False,False,0.839,False,False
SYN-00060,Hamburg-Langenhorn,Hamburg,urban,53.65433,10.01281,Production & Technical,True,Night (22:00),True,5,19.5,41,False,False,0.554,True,False
SYN-00061,Hamburg-Billstedt/Horn,Hamburg,urban,53.5483,10.08431,Production & Technical,True,Late (14:00),True,5,19.5,39,True,True,-2.303,False,False
SYN-00062,Hamburg-Eimsbüttel,Hamburg,urban_core,53.57358,9.93943,Lab & R&D,False,Day (08:00),False,5,19.5,23,False,False,0.509,False,False
SYN-00063,Hamburg-Altona/Ottensen,Hamburg,urban_core,53.56062,9.93926,Lab & R&D,False,Day (08:00),False,5,19.5,57,False,True,0.226,False,False
SYN-00064,Hamburg-Blankenese/Osdorf,Hamburg,suburban,53.54938,9.77175,Office & Commercial,False,Day (08:00),False,2,7.8,38,False,True,-0.373,False,False
SYN-00065,Hamburg-Rahlstedt,Hamburg,suburban,53.60837,10.18669,Production & Technical,False,Day (08:00),False,5,19.5,48,True,True,-0.04,False,False
SYN-00066,Hamburg-Altona/Ottensen,Hamburg,urban_core,53.55038,9.90298,Production & Technical,True,Night (22:00),True,5,19.5,49,False,True,-1.576,False,False
SYN-00067,Hamburg-Altona/Ottensen,Hamburg,urban_core,53.55547,9.91897,Production & Technical,True,Early (06:00),True,5,19.5,28,True,True,-2.248,False,False
SYN-00068,Hamburg-Volksdorf/Duvenstedt,Hamburg,suburban,53.62929,10.13674,Production & Technical,True,Early (06:00),True,5,19.5,32,False,True,-0.909,False,False
SYN-00069,Norderstedt,Kr. Segeberg,suburban,53.68736,9.97463,Production & Technical,True,Early (06:00),True,5,19.5,59,False,True,-0.101,False,False
SYN-00070,Hamburg-Barmbek,Hamburg,urban_core,53.579,10.05625,Office & Commercial,False,Day (08:00),False,3,11.7,45,True,False,-2.925,False,False
SYN-00071,Hamburg-Schnelsen,Hamburg,suburban,53.6183,9.92989,Production & Technical,True,Night (22:00),True,5,19.5,36,False,False,-0.844,False,False
SYN-00072,Hamburg-Barmbek,Hamburg,urban_core,53.59156,10.02733,Office & Commercial,False,Day (08:00),False,5,19.5,41,True,False,-1.556,False,False
SYN-00073,Quickborn,Kr. Pinneberg,suburban,53.72711,9.88512,Production & Technical,False,Day (08:00),False,5,19.5,54,False,False,-0.543,False,False
SYN-00074,Hamburg-Poppenbüttel,Hamburg,suburban,53.642,10.08184,Production & Technical,False,Day (08:00),False,5,19.5,52,False,True,1.691,False,False
SYN-00075,Norderstedt,Kr. Segeberg,suburban,53.69839,10.009,Office & Commercial,False,Day (08:00),False,4,15.6,26,False,True,-0.051,False,False
SYN-00076,Hamburg-Sasel/Wellingsbüttel,Hamburg,suburban,53.67209,10.11668,Lab & R&D,False,Day (08:00),False,4,15.6,60,False,False,-0.508,False,False
SYN-00077,Hamburg-Volksdorf/Duvenstedt,Hamburg,suburban,53.65689,10.17459,Production & Technical,True,Late (14:00),True,5,19.5,53,True,True,0.556,True,False
SYN-00078,Hamburg-Billstedt/Horn,Hamburg,urban,53.54753,10.10138,Office & Commercial,False,Day (08:00),False,4,15.6,40,True,True,0.205,False,False
SYN-00079,Hamburg-Altona/Ottensen,Hamburg,urban_core,53.5403,9.9501,Production & Technical,True,Early (06:00),True,5,19.5,29,True,True,0.352,False,False
SYN-00080,Hamburg-Wilhelmsburg,Hamburg,urban,53.52119,10.00003,Production & Technical,True,Night (22:00),True,5,19.5,54,False,True,0.877,False,False
SYN-00081,Hamburg-Billstedt/Horn,Hamburg,urban,53.53156,10.08927,Office & Commercial,False,Day (08:00),False,4,15.6,47,False,True,0.539,False,False
SYN-00082,Hamburg-Barmbek,Hamburg,urban_core,53.58598,10.05733,Production & Technical,False,Day (08:00),False,5,19.5,26,False,True,0.905,False,False
SYN-00083,Hamburg-Bergedorf,Hamburg,suburban,53.50194,10.22835,Production & Technical,False,Day (08:00),False,5,19.5,39,True,True,-0.189,True,False
SYN-00084,Hamburg-Ohlsdorf,Hamburg,urban,53.61935,10.04537,Office & Commercial,False,Day (08:00),False,2,7.8,64,False,True,-0.563,True,False
SYN-00085,Norderstedt,Kr. Segeberg,suburban,53.71815,9.94817,Production & Technical,False,Day (08:00),False,5,19.5,42,True,True,0.817,False,False
SYN-00086,Norderstedt,Kr. Segeberg,suburban,53.68343,10.02932,Production & Technical,False,Day (08:00),False,5,19.5,34,True,True,-0.303,False,False
SYN-00087,Hamburg-Stellingen/Eidelstedt,Hamburg,urban,53.60158,9.89125,Production & Technical,True,Early (06:00),True,5,19.5,31,False,True,1.565,False,False
SYN-00088,Hamburg-Eppendorf,Hamburg,urban_core,53.59251,9.97268,Field & Sales,False,Day (08:00),False,3,11.7,61,True,True,-1.014,False,True
SYN-00089,Hamburg-Ohlsdorf,Hamburg,urban,53.63194,10.03979,Office & Commercial,False,Day (08:00),False,3,11.7,51,False,True,1.434,True,False
SYN-00090,Hamburg-Rotherbaum,Hamburg,urban_core,53.56517,9.97565,Production & Technical,False,Day (08:00),False,5,19.5,57,False,True,0.572,False,False
SYN-00091,Hamburg-Fuhlsbüttel,Hamburg,urban,53.64386,10.01907,Production & Technical,True,Early (06:00),True,5,19.5,45,False,True,-0.869,False,False
SYN-00092,Hamburg-Billstedt/Horn,Hamburg,urban,53.53011,10.1077,Office & Commercial,False,Day (08:00),False,2,7.8,56,False,False,0.426,False,False
SYN-00093,Hamburg-Barmbek,Hamburg,urban_core,53.59643,10.04638,Production & Technical,True,Late (14:00),True,5,19.5,33,False,False,-0.15,False,False
SYN-00094,Hamburg-Winterhude,Hamburg,urban_core,53.60311,10.00285,Office & Commercial,False,Day (08:00),False,2,7.8,44,False,False,0.35,True,False
SYN-00095,Hamburg-Volksdorf/Duvenstedt,Hamburg,suburban,53.66101,10.14334,Office & Commercial,False,Day (08:00),False,4,15.6,45,False,True,-0.637,False,False
SYN-00096,Hamburg-Rahlstedt,Hamburg,suburban,53.58967,10.15138,Production & Technical,True,Early (06:00),True,5,19.5,57,False,False,-0.483,True,False
SYN-00097,Hamburg-Bramfeld/Farmsen,Hamburg,urban,53.60424,10.0867,Production & Technical,True,Early (06:00),True,5,19.5,46,False,True,1.025,False,False
SYN-00098,Norderstedt,Kr. Segeberg,suburban,53.70905,10.01602,Production & Technical,True,Late (14:00),True,5,19.5,35,True,True,0.535,False,False
SYN-00099,Hamburg-Langenhorn,Hamburg,urban,53.67846,9.99463,Production & Technical,False,Day (08:00),False,5,19.5,43,False,True,-0.992,False,False
SYN-00100,Bargteheide,Kr. Stormarn,rural,53.7196,10.26512,Production & Technical,False,Day (08:00),False,5,19.5,24,False,True,-1.068,False,False
SYN-00101,Halstenbek/Rellingen,Kr. Pinneberg,suburban,53.63813,9.85296,Lab & R&D,False,Day (08:00),False,3,11.7,20,False,True,0.537,False,False
SYN-00102,Hamburg-Stellingen/Eidelstedt,Hamburg,urban,53.59449,9.88927,Production & Technical,True,Early (06:00),True,5,19.5,51,False,True,0.343,False,False
SYN-00103,Hamburg-Sasel/Wellingsbüttel,Hamburg,suburban,53.67858,10.09992,Office & Commercial,False,Day (08:00),False,5,19.5,38,False,True,-0.708,False,False
SYN-00104,Bad Oldesloe,Kr. Stormarn,rural,53.81335,10.36243,Office & Commercial,False,Day (08:00),False,3,11.7,39,False,True,1.341,False,False
SYN-00105,Hamburg-Wilhelmsburg,Hamburg,urban,53.50153,10.04383,Production & Technical,False,Day (08:00),False,5,19.5,51,False,True,0.813,True,False
SYN-00106,Hamburg-Stellingen/Eidelstedt,Hamburg,urban,53.61634,9.91959,Production & Technical,False,Day (08:00),False,5,19.5,57,False,True,-0.726,False,False
SYN-00107,Hamburg-Eppendorf,Hamburg,urban_core,53.59969,9.97858,Production & Technical,False,Day (08:00),False,5,19.5,48,False,False,-0.472,False,False
SYN-00108,Hamburg-Sasel/Wellingsbüttel,Hamburg,suburban,53.67695,10.09806,Office & Commercial,False,Day (08:00),False,4,15.6,63,False,True,-0.678,False,False
SYN-00109,Hamburg-Langenhorn,Hamburg,urban,53.66797,10.01659,Production & Technical,False,Day (08:00),False,5,19.5,48,False,True,-0.282,False,False
SYN-00110,Halstenbek/Rellingen,Kr. Pinneberg,suburban,53.61906,9.82703,Office & Commercial,False,Day (08:00),False,3,11.7,45,True,True,1.106,True,False
SYN-00111,Hamburg-Eppendorf,Hamburg,urban_core,53.58179,9.98831,Lab & R&D,False,Day (08:00),False,4,15.6,45,False,True,1.285,False,False
SYN-00112,Hamburg-Niendorf,Hamburg,urban,53.60337,9.96547,Office & Commercial,False,Day (08:00),False,3,11.7,28,False,True,0.418,True,False
SYN-00113,Hamburg-Volksdorf/Duvenstedt,Hamburg,suburban,53.664,10.18202,Field & Sales,False,Day (08:00),False,3,11.7,53,False,True,0.395,False,True
SYN-00114,Hamburg-Wandsbek,Hamburg,urban,53.5761,10.07129,Office & Commercial,False,Day (08:00),False,3,11.7,20,False,True,1.34,False,False
SYN-00115,Hamburg-Niendorf,Hamburg,urban,53.62042,9.9565,Lab & R&D,False,Day (08:00),False,4,15.6,36,True,False,0.308,True,False
SYN-00116,Quickborn,Kr. Pinneberg,suburban,53.73668,9.88257,Lab & R&D,False,Day (08:00),False,5,19.5,42,True,True,0.303,False,False
SYN-00117,Hamburg-Blankenese/Osdorf,Hamburg,suburban,53.58936,9.83151,Office & Commercial,False,Day (08:00),False,5,19.5,33,False,True,0.644,False,False
SYN-00118,Hamburg-Stellingen/Eidelstedt,Hamburg,urban,53.60043,9.91488,Office & Commercial,False,Day (08:00),False,5,19.5,37,True,True,0.721,False,False
SYN-00119,Hamburg-Barmbek,Hamburg,urban_core,53.5717,10.03294,Lab & R&D,False,Day (08:00),False,5,19.5,62,False,False,-0.762,True,False
SYN-00120,Hamburg-Rahlstedt,Hamburg,suburban,53.61005,10.1932,Office & Commercial,False,Day (08:00),False,3,11.7,54,True,True,-0.978,False,False
SYN-00121,Hamburg-Wandsbek,Hamburg,urban,53.58222,10.09005,Office & Commercial,False,Day (08:00),False,2,7.8,34,False,False,-0.005,False,False
SYN-00122,Hamburg-Rahlstedt,Hamburg,suburban,53.58917,10.14379,Office & Commercial,False,Day (08:00),False,2,7.8,37,False,True,-0.723,False,False
SYN-00123,Norderstedt,Kr. Segeberg,suburban,53.70443,9.9979,Lab & R&D,False,Day (08:00),False,5,19.5,28,False,True,-1.34,False,False
SYN-00124,Hamburg-Barmbek,Hamburg,urban_core,53.57493,10.02279,Production & Technical,False,Day (08:00),False,5,19.5,50,False,False,0.893,True,False
SYN-00125,Norderstedt,Kr. Segeberg,suburban,53.7214,9.97899,Office & Commercial,False,Day (08:00),False,4,15.6,39,True,True,0.296,False,False
SYN-00126,Hamburg-Eimsbüttel,Hamburg,urban_core,53.58683,9.97575,Office & Commercial,False,Day (08:00),False,3,11.7,20,False,True,-0.623,False,False
SYN-00127,Hamburg-Bramfeld/Farmsen,Hamburg,urban,53.62033,10.07947,Field & Sales,False,Day (08:00),False,1,3.9,43,False,True,-0.108,False,True
SYN-00128,Hamburg-Langenhorn,Hamburg,urban,53.68305,10.00489,Production & Technical,True,Early (06:00),True,5,19.5,47,True,True,-0.118,False,False
SYN-00129,Hamburg-Langenhorn,Hamburg,urban,53.67645,10.00414,Office & Commercial,False,Day (08:00),False,2,7.8,53,False,True,0.149,False,False
SYN-00130,Hamburg-Wandsbek,Hamburg,urban,53.56963,10.0602,Office & Commercial,False,Day (08:00),False,3,11.7,41,True,True,-0.915,False,False
SYN-00131,Hamburg-Ohlsdorf,Hamburg,urban,53.61636,10.0163,Lab & R&D,False,Day (08:00),False,5,19.5,38,False,True,-1.137,False,False
SYN-00132,Uetersen,Kr. Pinneberg,rural,53.68091,9.6517,Lab & R&D,False,Day (08:00),False,3,11.7,64,False,True,-0.147,False,False
SYN-00133,Hamburg-Wandsbek,Hamburg,urban,53.56971,10.04731,Office & Commercial,False,Day (08:00),False,3,11.7,42,False,False,-1.384,False,False
SYN-00134,Hamburg-Bramfeld/Farmsen,Hamburg,urban,53.62931,10.09338,Office & Commercial,False,Day (08:00),False,4,15.6,50,True,True,-0.216,False,False
SYN-00135,Hamburg-Wandsbek,Hamburg,urban,53.59373,10.0615,Production & Technical,False,Day (08:00),False,5,19.5,36,True,True,-0.076,True,False
SYN-00136,Norderstedt,Kr. Segeberg,suburban,53.68102,9.96983,Field & Sales,False,Day (08:00),False,2,7.8,50,False,True,-0.357,False,True
SYN-00137,Großhansdorf,Kr. Stormarn,rural,53.66315,10.28584,Production & Technical,True,Night (22:00),True,5,19.5,26,False,True,0.219,True,False
SYN-00138,Hamburg-Eimsbüttel,Hamburg,urban_core,53.56906,9.96963,Office & Commercial,False,Day (08:00),False,3,11.7,37,True,False,2.032,False,False
SYN-00139,Hamburg-Wilhelmsburg,Hamburg,urban,53.52598,10.01275,Office & Commercial,False,Day (08:00),False,2,7.8,29,False,True,-1.233,False,False
SYN-00140,Norderstedt,Kr. Segeberg,suburban,53.6868,9.99301,Office & Commercial,False,Day (08:00),False,5,19.5,35,False,True,0.893,False,False
SYN-00141,Hamburg-Eimsbüttel,Hamburg,urban_core,53.57286,9.95461,Production & Technical,False,Day (08:00),False,5,19.5,56,False,True,-2.395,False,False
SYN-00142,Hamburg-Eimsbüttel,Hamburg,urban_core,53.56457,9.96446,Production & Technical,True,Early (06:00),True,5,19.5,35,True,True,1.86,False,False
SYN-00143,Barmstedt,Kr. Pinneberg,rural,53.788,9.78238,Lab & R&D,False,Day (08:00),False,4,15.6,50,False,True,-2.476,False,False
SYN-00144,Hamburg-Wandsbek,Hamburg,urban,53.57502,10.095,Office & Commercial,False,Day (08:00),False,2,7.8,59,False,False,2.303,False,False
SYN-00145,Hamburg-Eimsbüttel,Hamburg,urban_core,53.56221,9.95035,Production & Technical,True,Late (14:00),True,5,19.5,42,True,False,-0.04,False,False
SYN-00146,Hamburg-Sasel/Wellingsbüttel,Hamburg,suburban,53.6476,10.13085,Office & Commercial,False,Day (08:00),False,3,11.7,53,False,True,1.007,True,False
SYN-00147,Hamburg-Bramfeld/Farmsen,Hamburg,urban,53.62265,10.08592,Production & Technical,False,Day (08:00),False,5,19.5,48,False,False,1.134,True,False
SYN-00148,Hamburg-Uhlenhorst,Hamburg,urban_core,53.57331,10.03559,Lab & R&D,False,Day (08:00),False,5,19.5,43,True,False,-0.103,True,False
SYN-00149,Hamburg-Barmbek,Hamburg,urban_core,53.58057,10.05594,Production & Technical,False,Day (08:00),False,5,19.5,50,False,False,-0.143,False,False
SYN-00150,Norderstedt,Kr. Segeberg,suburban,53.70305,10.01258,Production & Technical,False,Day (08:00),False,5,19.5,62,False,True,-1.27,False,False
SYN-00151,Henstedt-Ulzburg,Kr. Segeberg,suburban,53.77072,9.97089,Production & Technical,True,Late (14:00),True,5,19.5,35,False,True,0.804,False,False
SYN-00152,Halstenbek/Rellingen,Kr. Pinneberg,suburban,53.61356,9.85013,Office & Commercial,False,Day (08:00),False,2,7.8,31,False,True,-0.34,False,False
SYN-00153,Hamburg-Langenhorn,Hamburg,urban,53.66607,10.0053,Office & Commercial,False,Day (08:00),False,5,19.5,31,False,True,-0.486,True,False
SYN-00154,Hamburg-Altona/Ottensen,Hamburg,urban_core,53.56142,9.92485,Office & Commercial,False,Day (08:00),False,3,11.7,53,False,False,0.704,False,False
SYN-00155,Hamburg-Langenhorn,Hamburg,urban,53.66831,10.04567,Office & Commercial,False,Day (08:00),False,3,11.7,54,False,True,-0.947,False,False
SYN-00156,Hamburg-Billstedt/Horn,Hamburg,urban,53.54378,10.08452,Production & Technical,True,Early (06:00),True,5,19.5,36,True,True,-0.079,False,False
SYN-00157,Hamburg-Sasel/Wellingsbüttel,Hamburg,suburban,53.676,10.11428,Production & Technical,False,Day (08:00),False,5,19.5,20,False,True,0.374,True,False
SYN-00158,Hamburg-Rahlstedt,Hamburg,suburban,53.60367,10.18378,Production & Technical,True,Early (06:00),True,5,19.5,35,True,True,-0.626,False,False
SYN-00159,Hamburg-Bahrenfeld/Lurup,Hamburg,urban,53.55683,9.9071,Lab & R&D,False,Day (08:00),False,4,15.6,48,True,False,-0.442,False,False
SYN-00160,Hamburg-Blankenese/Osdorf,Hamburg,suburban,53.58747,9.80414,Production & Technical,False,Day (08:00),False,5,19.5,41,False,True,1.452,False,False
SYN-00161,Hamburg-Langenhorn,Hamburg,urban,53.66115,10.00129,Field & Sales,False,Day (08:00),False,3,11.7,44,True,True,-0.088,False,True
SYN-00162,Schenefeld,Kr. Pinneberg,suburban,53.5964,9.81745,Production & Technical,True,Late (14:00),True,5,19.5,36,True,True,-0.36,False,False
SYN-00163,Hamburg-Poppenbüttel,Hamburg,suburban,53.65668,10.05877,Production & Technical,True,Early (06:00),True,5,19.5,53,False,True,-0.458,False,False
SYN-00164,Norderstedt,Kr. Segeberg,suburban,53.69974,9.99389,Production & Technical,True,Late (14:00),True,5,19.5,46,True,True,0.288,False,False
SYN-00165,Hamburg-Altona/Ottensen,Hamburg,urban_core,53.5423,9.91751,Production & Technical,True,Night (22:00),True,5,19.5,48,True,False,-0.784,False,False
SYN-00166,Hamburg-Winterhude,Hamburg,urban_core,53.58572,10.02196,Office & Commercial,False,Day (08:00),False,2,7.8,44,True,True,0.744,False,False
SYN-00167,Henstedt-Ulzburg,Kr. Segeberg,suburban,53.80005,9.98451,Office & Commercial,False,Day (08:00),False,2,7.8,48,True,True,0.056,False,False
SYN-00168,Hamburg-Neugraben,Hamburg,suburban,53.48015,9.86994,Production & Technical,True,Early (06:00),True,5,19.5,47,False,True,-1.972,True,False
SYN-00169,Hamburg-Bramfeld/Farmsen,Hamburg,urban,53.60518,10.07804,Office & Commercial,False,Day (08:00),False,5,19.5,32,False,True,2.111,False,False
SYN-00170,Ahrensburg,Kr. Stormarn,suburban,53.68254,10.2405,Office & Commercial,False,Day (08:00),False,5,19.5,46,False,True,1.294,False,False
SYN-00171,Hamburg-Volksdorf/Duvenstedt,Hamburg,suburban,53.65779,10.16131,Lab & R&D,False,Day (08:00),False,5,19.5,51,False,True,-1.051,False,False
